candidate_accession	representative_accession
XP_055951153.1	XP_055951153.1
XP_055951237.1	XP_055951237.1
XP_055952649.1	XP_055952649.1
XP_055954182.1	XP_055954182.1
XP_055954186.1	XP_055954186.1
XP_055954187.1	XP_055954187.1
XP_055965013.1	XP_055965013.1
XP_055968547.1	XP_055968547.1
XP_055968553.1	XP_055968553.1
XP_055968554.1	XP_055968554.1
XP_055968555.1	XP_055968555.1
XP_055968556.1	XP_055968556.1
XP_055978220.1	XP_055978220.1
XP_055978221.1	XP_055978221.1
XP_055978222.1	XP_055978222.1
XP_055978223.1	XP_055978223.1
XP_055978224.1	XP_055978224.1
XP_055978225.1	XP_055978225.1
XP_055978226.1	XP_055978226.1
XP_055978227.1	XP_055978227.1
XP_055978228.1	XP_055978228.1
XP_055978230.1	XP_055978230.1
XP_055978507.1	XP_055978507.1
XP_055978510.1	XP_055978510.1
XP_055988061.1	XP_055988061.1
XP_055990294.1	XP_055990294.1
XP_055992177.1	XP_055992177.1
XP_055992178.1	XP_055992178.1
XP_056018008.1	XP_056018008.1
XP_056018010.1	XP_056018010.1
XP_056018011.1	XP_056018011.1
XP_056026541.1	XP_056026541.1
XP_056027259.1	XP_056027259.1
XP_056035617.1	XP_056035617.1
XP_056036783.1	XP_056036783.1
XP_056037428.1	XP_056037428.1
XP_056037491.1	XP_056037491.1
XP_056038093.1	XP_056038093.1
XP_056041216.1	XP_056041216.1
XP_056046661.1	XP_056046661.1
XP_056051997.1	XP_056051997.1
XP_056055550.1	XP_056055550.1
XP_056062716.1	XP_056062716.1
XP_056064027.1	XP_056064027.1
XP_056069188.1	XP_056069188.1
XP_056072773.1	XP_056072773.1
XP_056078950.1	XP_056078950.1
XP_056079330.1	XP_056079330.1
XP_056084519.1	XP_056084519.1
XP_056084917.1	XP_056084917.1
XP_056088747.1	XP_056088747.1
XP_056088748.1	XP_056088748.1
XP_056089792.1	XP_056089792.1
XP_056089793.1	XP_056089793.1
XP_056089939.1	XP_056089939.1
XP_056093637.1	XP_056093637.1
XP_056101810.1	XP_056101810.1
XP_056110428.1	XP_056110428.1
XP_056110429.1	XP_056110429.1
XP_056110430.1	XP_056110430.1
XP_056110431.1	XP_056110431.1
XP_056110432.1	XP_056110432.1
XP_056110433.1	XP_056110433.1
XP_056110434.1	XP_056110434.1
XP_056110435.1	XP_056110435.1
XP_056111536.1	XP_056111536.1
XP_056113678.1	XP_056113678.1
XP_056113679.1	XP_056113679.1
XP_056113680.1	XP_056113680.1
XP_056131803.1	XP_056131803.1
XP_056131805.1	XP_056131805.1
XP_056134270.1	XP_056134270.1
XP_056140585.1	XP_056140585.1
XP_056142111.1	XP_056142111.1
XP_056142956.1	XP_056142956.1
XP_056153498.1	XP_056153498.1
XP_056154241.1	XP_056154241.1
XP_056155684.1	XP_056155684.1
XP_056164293.1	XP_056164293.1
XP_056168556.1	XP_056168556.1
XP_056169241.1	XP_056169241.1
XP_056173235.1	XP_056173235.1
XP_056173236.1	XP_056173236.1
XP_056179742.1	XP_056179742.1
XP_056179744.1	XP_056179744.1
XP_056179745.1	XP_056179745.1
XP_056179746.1	XP_056179746.1
XP_056211775.1	XP_056211775.1
XP_056211777.1	XP_056211777.1
XP_056211778.1	XP_056211778.1
XP_056220510.1	XP_056220510.1
XP_056221256.1	XP_056221256.1
XP_056232082.1	XP_056232082.1
XP_056233477.1	XP_056233477.1
XP_056234383.1	XP_056234383.1
XP_056254782.1	XP_056254782.1
XP_056267837.1	XP_056267837.1
XP_056267844.1	XP_056267844.1
XP_056267854.1	XP_056267854.1
XP_056269044.1	XP_056269044.1
XP_056269045.1	XP_056269045.1
XP_056269046.1	XP_056269046.1
XP_056269047.1	XP_056269047.1
XP_056269048.1	XP_056269048.1
XP_056270531.1	XP_056270531.1
XP_056274931.1	XP_056274931.1
XP_056275649.1	XP_056275649.1
XP_056285835.1	XP_056285835.1
XP_056290310.1	XP_056290310.1
XP_056290311.1	XP_056290311.1
XP_056300550.1	XP_056300550.1
XP_056304982.1	XP_056304982.1
XP_056314480.1	XP_056314480.1
XP_056314809.1	XP_056314809.1
XP_056317780.1	XP_056317780.1
XP_056317781.1	XP_056317781.1
XP_056326006.1	XP_056326006.1
XP_056326042.1	XP_056326042.1
XP_056335740.1	XP_056335740.1
XP_056335741.1	XP_056335741.1
XP_056340535.1	XP_056340535.1
XP_056341114.1	XP_056341114.1
XP_056341116.1	XP_056341116.1
XP_056341117.1	XP_056341117.1
XP_056341118.1	XP_056341118.1
XP_056354199.1	XP_056354199.1
XP_056354201.1	XP_056354201.1
XP_056356730.1	XP_056356730.1
XP_056365912.1	XP_056365912.1
XP_056369364.1	XP_056369364.1
XP_056369367.1	XP_056369367.1
XP_056370236.1	XP_056370236.1
XP_056370239.1	XP_056370239.1
XP_056375395.1	XP_056375395.1
XP_056376708.1	XP_056376708.1
XP_056376712.1	XP_056376712.1
XP_056382318.1	XP_056382318.1
XP_056382319.1	XP_056382319.1
XP_056384511.1	XP_056384511.1
XP_056384512.1	XP_056384512.1
XP_056388204.1	XP_056388204.1
XP_056397571.1	XP_056397571.1
XP_056422444.1	XP_056422444.1
XP_056433044.1	XP_056433044.1
XP_056439117.1	XP_056439117.1
XP_056439118.1	XP_056439118.1
XP_056440280.1	XP_056440280.1
XP_056447652.1	XP_056447652.1
XP_056447653.1	XP_056447653.1
XP_056448014.1	XP_056448014.1
XP_056457454.1	XP_056457454.1
XP_056459733.1	XP_056459733.1
XP_056459734.1	XP_056459734.1
XP_056464045.1	XP_056464045.1
XP_056468626.1	XP_056468626.1
XP_056471130.1	XP_056471130.1
XP_056486397.1	XP_056486397.1
XP_056487854.1	XP_056487854.1
XP_056494800.1	XP_056494800.1
XP_056496916.1	XP_056496916.1
XP_056513821.1	XP_056513821.1
XP_056526504.1	XP_056526504.1
XP_056533079.1	XP_056533079.1
XP_056548739.1	XP_056548739.1
XP_056559413.1	XP_056559413.1
XP_056563926.1	XP_056563926.1
XP_056575846.1	XP_056575846.1
XP_056590031.1	XP_056590031.1
XP_056597989.1	XP_056597989.1
XP_056597990.1	XP_056597990.1
XP_056597991.1	XP_056597991.1
XP_056605061.1	XP_056605061.1
XP_056617820.1	XP_056617820.1
XP_056626480.1	XP_056626480.1
XP_056626481.1	XP_056626481.1
XP_056627918.1	XP_056627918.1
XP_056627919.1	XP_056627919.1
XP_056638933.1	XP_056638933.1
XP_056638935.1	XP_056638935.1
XP_056641163.1	XP_056641163.1
XP_056645152.1	XP_056645152.1
XP_056646252.1	XP_056646252.1
XP_056648150.1	XP_056648150.1
XP_056657585.1	XP_056657585.1
XP_056659863.1	XP_056659863.1
XP_056659864.1	XP_056659864.1
XP_056668248.1	XP_056668248.1
XP_056668249.1	XP_056668249.1
XP_056668250.1	XP_056668250.1
XP_056668252.1	XP_056668252.1
XP_056668253.1	XP_056668253.1
XP_056668254.1	XP_056668254.1
XP_056671102.1	XP_056671102.1
XP_056671105.1	XP_056671105.1
XP_056671106.1	XP_056671106.1
XP_056671107.1	XP_056671107.1
XP_056671108.1	XP_056671108.1
XP_056671109.1	XP_056671109.1
XP_056680792.1	XP_056680792.1
XP_056680794.1	XP_056680794.1
XP_056703900.1	XP_056703900.1
XP_056704591.1	XP_056704591.1
XP_056709005.1	XP_056709005.1
XP_056713526.1	XP_056713526.1
XP_056718197.1	XP_056718197.1
XP_056718493.1	XP_056718493.1
XP_056723612.1	XP_056723612.1
XP_056733224.1	XP_056733224.1
XP_056741957.1	XP_056741957.1
XP_056752790.1	XP_056752790.1
XP_056770906.1	XP_056770906.1
XP_056776620.1	XP_056776620.1
XP_056794137.1	XP_056794137.1
XP_056796613.1	XP_056796613.1
XP_056805731.1	XP_056805731.1
XP_056819116.1	XP_056819116.1
XP_056835062.1	XP_056835062.1
XP_056850139.1	XP_056850139.1
XP_056869600.1	XP_056869600.1
XP_056869601.1	XP_056869601.1
XP_056869602.1	XP_056869602.1
XP_056876209.1	XP_056876209.1
XP_056876210.1	XP_056876210.1
XP_056876211.1	XP_056876211.1
XP_056881708.1	XP_056881708.1
XP_056888666.1	XP_056888666.1
XP_056888827.1	XP_056888827.1
XP_056888828.1	XP_056888828.1
XP_056888830.1	XP_056888830.1
XP_056893412.1	XP_056893412.1
XP_056899837.1	XP_056899837.1
XP_056901035.1	XP_056901035.1
XP_056917729.1	XP_056917729.1
XP_056934572.1	XP_056934572.1
XP_056952312.1	XP_056952312.1
XP_056956921.1	XP_056956921.1
XP_056962381.1	XP_056962381.1
XP_056973671.1	XP_056973671.1
XP_056988605.1	XP_056988605.1
XP_057000119.1	XP_057000119.1
XP_057013568.1	XP_057013568.1
XP_057026540.1	XP_057026540.1
XP_057036408.1	XP_057036408.1
XP_057043265.1	XP_057043265.1
XP_057058229.1	XP_057058229.1
XP_057066120.1	XP_057066120.1
XP_057067699.1	XP_057067699.1
XP_057071673.1	XP_057071673.1
XP_057090876.1	XP_057090876.1
XP_057101401.1	XP_057101401.1
XP_057107311.1	XP_057107311.1
XP_057118957.1	XP_057118957.1
XP_057122205.1	XP_057122205.1
XP_057134583.1	XP_057134583.1
XP_057148809.1	XP_057148809.1
XP_057161672.1	XP_057161672.1
XP_057161673.1	XP_057161673.1
XP_057161676.1	XP_057161676.1
XP_057161677.1	XP_057161677.1
XP_057166773.1	XP_057166773.1
XP_057173164.1	XP_057173164.1
XP_057175822.1	XP_057175822.1
XP_057175823.1	XP_057175823.1
XP_057196433.1	XP_057196433.1
XP_057196434.1	XP_057196434.1
XP_057196436.1	XP_057196436.1
XP_057196437.1	XP_057196437.1
XP_057198008.1	XP_057198008.1
XP_057210226.1	XP_057210226.1
XP_057214466.1	XP_057214466.1
XP_057214468.1	XP_057214468.1
XP_057215212.1	XP_057215212.1
XP_057219846.1	XP_057219846.1
XP_057219848.1	XP_057219848.1
XP_057223010.1	XP_057223010.1
XP_057223014.1	XP_057223014.1
XP_057223015.1	XP_057223015.1
XP_057225978.1	XP_057225978.1
XP_057225980.1	XP_057225980.1
XP_057225981.1	XP_057225981.1
XP_057226775.1	XP_057226775.1
XP_057226776.1	XP_057226776.1
XP_057226778.1	XP_057226778.1
XP_057226779.1	XP_057226779.1
XP_057230159.1	XP_057230159.1
XP_057231671.1	XP_057231671.1
XP_057252511.1	XP_057252511.1
XP_057260710.1	XP_057260710.1
XP_057261392.1	XP_057261392.1
XP_057261439.1	XP_057261439.1
XP_057269527.1	XP_057269527.1
XP_057269529.1	XP_057269529.1
XP_057284715.1	XP_057284715.1
XP_057284737.1	XP_057284737.1
XP_057284738.1	XP_057284738.1
XP_057284740.1	XP_057284740.1
XP_057284741.1	XP_057284741.1
XP_057284742.1	XP_057284742.1
XP_057284743.1	XP_057284743.1
XP_057288623.1	XP_057288623.1
XP_057292181.1	XP_057292181.1
XP_057293659.1	XP_057293659.1
XP_057300256.1	XP_057300256.1
XP_057300318.1	XP_057300318.1
XP_057300319.1	XP_057300319.1
XP_057300563.1	XP_057300563.1
XP_057321630.1	XP_057321630.1
XP_057321800.1	XP_057321800.1
XP_057328461.1	XP_057328461.1
XP_057328716.1	XP_057328716.1
XP_057328929.1	XP_057328929.1
XP_057329019.1	XP_057329019.1
XP_057329965.1	XP_057329965.1
XP_057331138.1	XP_057331138.1
XP_057331139.1	XP_057331139.1
XP_057334608.1	XP_057334608.1
XP_057354323.1	XP_057354323.1
XP_057354508.1	XP_057354508.1
XP_057354509.1	XP_057354509.1
XP_057354511.1	XP_057354511.1
XP_057365194.1	XP_057365194.1
XP_057368026.1	XP_057368026.1
XP_057368151.1	XP_057368151.1
XP_057376575.1	XP_057376575.1
XP_057378286.1	XP_057378286.1
XP_057378289.1	XP_057378289.1
XP_057390804.1	XP_057390804.1
XP_057390805.1	XP_057390805.1
XP_057396067.1	XP_057396067.1
XP_057396068.1	XP_057396068.1
XP_057396070.1	XP_057396070.1
XP_057396071.1	XP_057396071.1
XP_057396072.1	XP_057396072.1
XP_057396299.1	XP_057396299.1
XP_057396300.1	XP_057396300.1
XP_057397863.1	XP_057397863.1
XP_057397865.1	XP_057397865.1
XP_057397870.1	XP_057397870.1
XP_057397876.1	XP_057397876.1
XP_057397884.1	XP_057397884.1
XP_057397888.1	XP_057397888.1
XP_057404077.1	XP_057404077.1
XP_057409161.1	XP_057409161.1
XP_057409162.1	XP_057409162.1
XP_057420561.1	XP_057420561.1
XP_057420587.1	XP_057420587.1
XP_057434293.1	XP_057434293.1
XP_057455294.1	XP_057455294.1
XP_057461527.1	XP_057461527.1
XP_057475650.1	XP_057475650.1
XP_057484167.1	XP_057484167.1
XP_057499270.1	XP_057499270.1
XP_057500740.1	XP_057500740.1
XP_057500742.1	XP_057500742.1
XP_057509028.1	XP_057509028.1
XP_057522831.1	XP_057522831.1
XP_057522832.1	XP_057522832.1
XP_057523725.1	XP_057523725.1
XP_057531190.1	XP_057531190.1
XP_057532511.1	XP_057532511.1
XP_057564493.1	XP_057564493.1
XP_057564494.1	XP_057564494.1
XP_057566823.1	XP_057566823.1
XP_057566829.1	XP_057566829.1
XP_057566836.1	XP_057566836.1
XP_057566843.1	XP_057566843.1
XP_057566847.1	XP_057566847.1
XP_057566852.1	XP_057566852.1
XP_057566853.1	XP_057566853.1
XP_057566859.1	XP_057566859.1
XP_057568845.1	XP_057568845.1
XP_057568847.1	XP_057568847.1
XP_057568848.1	XP_057568848.1
XP_057568849.1	XP_057568849.1
XP_057568850.1	XP_057568850.1
XP_057578060.1	XP_057578060.1
XP_057578062.1	XP_057578062.1
XP_057578063.1	XP_057578063.1
XP_057578064.1	XP_057578064.1
XP_057578066.1	XP_057578066.1
XP_057578067.1	XP_057578067.1
XP_057581596.1	XP_057581596.1
XP_057581597.1	XP_057581597.1
XP_057587810.1	XP_057587810.1
XP_057587811.1	XP_057587811.1
XP_057587812.1	XP_057587812.1
XP_057596377.1	XP_057596377.1
XP_057596381.1	XP_057596381.1
XP_057609850.1	XP_057609850.1
XP_057609852.1	XP_057609852.1
XP_057609853.1	XP_057609853.1
XP_057635801.1	XP_057635801.1
XP_057635802.1	XP_057635802.1
XP_057641036.1	XP_057641036.1
XP_057641037.1	XP_057641037.1
XP_057641038.1	XP_057641038.1
XP_057641039.1	XP_057641039.1
XP_057641041.1	XP_057641041.1
XP_057641042.1	XP_057641042.1
XP_057641043.1	XP_057641043.1
XP_057643656.1	XP_057643656.1
XP_057643659.1	XP_057643659.1
XP_057643660.1	XP_057643660.1
XP_057643661.1	XP_057643661.1
XP_057643907.1	XP_057643907.1
XP_057643908.1	XP_057643908.1
XP_057643909.1	XP_057643909.1
XP_057645556.1	XP_057645556.1
XP_057645559.1	XP_057645559.1
XP_057645560.1	XP_057645560.1
XP_057645788.1	XP_057645788.1
XP_057645790.1	XP_057645790.1
XP_057651004.1	XP_057651004.1
XP_057652542.1	XP_057652542.1
XP_057658885.1	XP_057658885.1
XP_057670531.1	XP_057670531.1
XP_057680601.1	XP_057680601.1
XP_057680602.1	XP_057680602.1
XP_057681522.1	XP_057681522.1
XP_057681523.1	XP_057681523.1
XP_057684324.1	XP_057684324.1
XP_057687000.1	XP_057687000.1
XP_057687007.1	XP_057687007.1
XP_057687285.1	XP_057687285.1
XP_057688013.1	XP_057688013.1
XP_057690168.1	XP_057690168.1
XP_057690169.1	XP_057690169.1
XP_057696357.1	XP_057696357.1
XP_057729433.1	XP_057729433.1
XP_057743108.1	XP_057743108.1
XP_057749032.1	XP_057749032.1
XP_057792025.1	XP_057792025.1
XP_057792036.1	XP_057792036.1
XP_057804061.1	XP_057804061.1
XP_057836071.2	XP_057836071.2
XP_057836073.2	XP_057836073.2
XP_057838059.2	XP_057838059.2
XP_057838060.2	XP_057838060.2
XP_057838061.2	XP_057838061.2
XP_057838062.2	XP_057838062.2
XP_057843649.1	XP_057843649.1
XP_057843652.1	XP_057843652.1
XP_057845494.2	XP_057845494.2
XP_057845496.1	XP_057845496.1
XP_057845497.2	XP_057845497.2
XP_057851220.1	XP_057851220.1
XP_057881523.1	XP_057881523.1
XP_057885766.1	XP_057885766.1
XP_057890272.1	XP_057890272.1
XP_057899510.1	XP_057899510.1
XP_057899511.1	XP_057899511.1
XP_057899694.1	XP_057899694.1
XP_057899697.1	XP_057899697.1
XP_057902388.2	XP_057902388.2
XP_057908752.2	XP_057908752.2
XP_057916454.2	XP_057916454.2
XP_057916456.2	XP_057916456.2
XP_057917212.2	XP_057917212.2
XP_057927335.2	XP_057927335.2
XP_057927996.2	XP_057927996.2
XP_057929506.2	XP_057929506.2
XP_057971574.1	XP_057971574.1
XP_057971575.1	XP_057971575.1
XP_057971576.1	XP_057971576.1
XP_057971577.1	XP_057971577.1
XP_057971578.1	XP_057971578.1
XP_057979927.1	XP_057979927.1
XP_057980259.1	XP_057980259.1
XP_057980260.1	XP_057980260.1
XP_058010825.1	XP_058010825.1
XP_058016428.1	XP_058016428.1
XP_058016429.1	XP_058016429.1
XP_058024543.1	XP_058024543.1
XP_058025371.1	XP_058025371.1
XP_058025372.1	XP_058025372.1
XP_058034660.1	XP_058034660.1
XP_058034661.1	XP_058034661.1
XP_058034662.1	XP_058034662.1
XP_058035210.1	XP_058035210.1
XP_058038807.1	XP_058038807.1
XP_058053709.1	XP_058053709.1
XP_058058321.1	XP_058058321.1
XP_058060968.1	XP_058060968.1
XP_058062325.1	XP_058062325.1
XP_058072147.1	XP_058072147.1
XP_058072149.1	XP_058072149.1
XP_058072150.1	XP_058072150.1
XP_058072153.1	XP_058072153.1
XP_058072154.1	XP_058072154.1
XP_058072155.1	XP_058072155.1
XP_058086576.1	XP_058086576.1
XP_058095824.1	XP_058095824.1
XP_058095825.1	XP_058095825.1
XP_058095826.1	XP_058095826.1
XP_058109505.1	XP_058109505.1
XP_058109508.1	XP_058109508.1
XP_058121315.1	XP_058121315.1
XP_058121323.1	XP_058121323.1
XP_058121331.1	XP_058121331.1
XP_058125659.1	XP_058125659.1
XP_058125660.1	XP_058125660.1
XP_058125666.1	XP_058125666.1
XP_058129508.1	XP_058129508.1
XP_058130527.1	XP_058130527.1
XP_058130528.1	XP_058130528.1
XP_058131354.1	XP_058131354.1
XP_058131365.1	XP_058131365.1
XP_058136026.1	XP_058136026.1
XP_058157548.1	XP_058157548.1
XP_058157550.1	XP_058157550.1
XP_058159563.1	XP_058159563.1
XP_058159564.1	XP_058159564.1
XP_058159565.1	XP_058159565.1
XP_058159566.1	XP_058159566.1
XP_058159567.1	XP_058159567.1
XP_058162169.1	XP_058162169.1
XP_058162494.1	XP_058162494.1
XP_058178336.1	XP_058178336.1
XP_058184423.1	XP_058184423.1
XP_058184425.1	XP_058184425.1
XP_058184426.1	XP_058184426.1
XP_058207139.1	XP_058207139.1
XP_058217749.1	XP_058217749.1
XP_058226191.1	XP_058226191.1
XP_058230296.1	XP_058230296.1
XP_058238320.1	XP_058238320.1
XP_058238321.1	XP_058238321.1
XP_058261180.1	XP_058261180.1
XP_058262958.1	XP_058262958.1
XP_058262959.1	XP_058262959.1
XP_058263298.1	XP_058263298.1
XP_058265389.1	XP_058265389.1
XP_058265390.1	XP_058265390.1
XP_058265391.1	XP_058265391.1
XP_058265392.1	XP_058265392.1
XP_058268544.1	XP_058268544.1
XP_058268623.1	XP_058268623.1
XP_058286327.1	XP_058286327.1
XP_058286329.1	XP_058286329.1
XP_058286330.1	XP_058286330.1
XP_058286331.1	XP_058286331.1
XP_058286332.1	XP_058286332.1
XP_058286333.1	XP_058286333.1
XP_058286334.1	XP_058286334.1
XP_058286335.1	XP_058286335.1
XP_058286336.1	XP_058286336.1
XP_058294790.1	XP_058294790.1
XP_058294794.1	XP_058294794.1
XP_058296748.1	XP_058296748.1
XP_058296749.1	XP_058296749.1
XP_058296750.1	XP_058296750.1
XP_058296945.1	XP_058296945.1
XP_058296946.1	XP_058296946.1
XP_058301235.1	XP_058301235.1
XP_058301236.1	XP_058301236.1
XP_058304764.1	XP_058304764.1
XP_058323727.1	XP_058323727.1
XP_058327632.1	XP_058327632.1
XP_058340041.1	XP_058340041.1
XP_058342416.1	XP_058342416.1
XP_058344691.1	XP_058344691.1
XP_058346905.1	XP_058346905.1
XP_058352446.1	XP_058352446.1
XP_058355352.1	XP_058355352.1
XP_058369117.1	XP_058369117.1
XP_058382650.1	XP_058382650.1
XP_058383761.1	XP_058383761.1
XP_058383762.1	XP_058383762.1
XP_058383763.1	XP_058383763.1
XP_058388695.1	XP_058388695.1
XP_058408384.1	XP_058408384.1
XP_058408386.1	XP_058408386.1
XP_058408387.1	XP_058408387.1
XP_058408388.1	XP_058408388.1
XP_058408389.1	XP_058408389.1
XP_058408390.1	XP_058408390.1
XP_058408391.1	XP_058408391.1
XP_058408392.1	XP_058408392.1
XP_058408393.1	XP_058408393.1
XP_058408394.1	XP_058408394.1
XP_058420355.1	XP_058420355.1
XP_058420356.1	XP_058420356.1
XP_058421473.1	XP_058421473.1
XP_058421474.1	XP_058421474.1
XP_058421476.1	XP_058421476.1
XP_058421478.1	XP_058421478.1
XP_058421479.1	XP_058421479.1
XP_058421480.1	XP_058421480.1
XP_058429083.1	XP_058429083.1
XP_058429084.1	XP_058429084.1
XP_058429085.1	XP_058429085.1
XP_058440072.1	XP_058440072.1
XP_058440073.1	XP_058440073.1
XP_058440074.1	XP_058440074.1
XP_058440075.1	XP_058440075.1
XP_058440076.1	XP_058440076.1
XP_058440077.1	XP_058440077.1
XP_058445784.1	XP_058445784.1
XP_058446217.1	XP_058446217.1
XP_058446221.1	XP_058446221.1
XP_058446222.1	XP_058446222.1
XP_058451299.1	XP_058451299.1
XP_058454264.1	XP_058454264.1
XP_058458615.1	XP_058458615.1
XP_058458617.1	XP_058458617.1
XP_058475628.1	XP_058475628.1
XP_058475629.1	XP_058475629.1
XP_058476672.1	XP_058476672.1
XP_058485764.1	XP_058485764.1
XP_058491442.1	XP_058491442.1
XP_058492227.1	XP_058492227.1
XP_058492229.1	XP_058492229.1
XP_058494182.1	XP_058494182.1
XP_058494184.1	XP_058494184.1
XP_058496990.1	XP_058496990.1
XP_058503309.1	XP_058503309.1
XP_058503310.1	XP_058503310.1
XP_058511102.1	XP_058511102.1
XP_058511115.1	XP_058511115.1
XP_058511122.1	XP_058511122.1
XP_058512269.1	XP_058512269.1
XP_058525649.1	XP_058525649.1
XP_058525650.1	XP_058525650.1
XP_058528323.1	XP_058528323.1
XP_058528327.1	XP_058528327.1
XP_058528328.1	XP_058528328.1
XP_058531162.1	XP_058531162.1
XP_058531163.1	XP_058531163.1
XP_058536086.1	XP_058536086.1
XP_058537159.1	XP_058537159.1
XP_058537564.1	XP_058537564.1
XP_058545279.1	XP_058545279.1
XP_058551528.1	XP_058551528.1
XP_058551532.1	XP_058551532.1
XP_058551533.1	XP_058551533.1
XP_058571223.1	XP_058571223.1
XP_058571231.1	XP_058571231.1
XP_058573355.1	XP_058573355.1
XP_058573359.1	XP_058573359.1
XP_058573360.1	XP_058573360.1
XP_058573361.1	XP_058573361.1
XP_058573362.1	XP_058573362.1
XP_058573363.1	XP_058573363.1
XP_058573364.1	XP_058573364.1
XP_058573365.1	XP_058573365.1
XP_058573367.1	XP_058573367.1
XP_058573368.1	XP_058573368.1
XP_058573370.1	XP_058573370.1
XP_058584706.1	XP_058584706.1
XP_058584711.1	XP_058584711.1
XP_058603149.1	XP_058603149.1
XP_058603150.1	XP_058603150.1
XP_058609661.1	XP_058609661.1
XP_058609662.1	XP_058609662.1
XP_058609663.1	XP_058609663.1
XP_058619727.1	XP_058619727.1
XP_058632219.1	XP_058632219.1
XP_058632538.1	XP_058632538.1
XP_058638317.1	XP_058638317.1
XP_058650579.1	XP_058650579.1
XP_058650580.1	XP_058650580.1
XP_058650648.1	XP_058650648.1
XP_058662335.1	XP_058662335.1
XP_058662343.1	XP_058662343.1
XP_058664231.1	XP_058664231.1
XP_058668612.1	XP_058668612.1
XP_058669472.1	XP_058669472.1
XP_058678321.1	XP_058678321.1
XP_058679254.1	XP_058679254.1
XP_058679338.1	XP_058679338.1
XP_058682237.1	XP_058682237.1
XP_058682241.1	XP_058682241.1
XP_058682434.1	XP_058682434.1
XP_058682435.1	XP_058682435.1
XP_058687521.1	XP_058687521.1
XP_058687522.1	XP_058687522.1
XP_058687523.1	XP_058687523.1
XP_058687524.1	XP_058687524.1
XP_058687528.1	XP_058687528.1
XP_058698345.1	XP_058698345.1
XP_058698347.1	XP_058698347.1
XP_058701538.1	XP_058701538.1
XP_058717456.1	XP_058717456.1
XP_058730097.1	XP_058730097.1
XP_058744094.1	XP_058744094.1
XP_058754854.1	XP_058754854.1
XP_058756572.1	XP_058756572.1
XP_058779579.1	XP_058779579.1
XP_058786459.1	XP_058786459.1
XP_058787517.1	XP_058787517.1
XP_058787536.1	XP_058787536.1
XP_058790493.1	XP_058790493.1
XP_058790494.1	XP_058790494.1
XP_058790495.1	XP_058790495.1
XP_058790496.1	XP_058790496.1
XP_058790497.1	XP_058790497.1
XP_058790498.1	XP_058790498.1
XP_058798400.1	XP_058798400.1
XP_058800106.1	XP_058800106.1
XP_058800109.1	XP_058800109.1
XP_058800110.1	XP_058800110.1
XP_058800868.1	XP_058800868.1
XP_058804646.1	XP_058804646.1
XP_058804648.1	XP_058804648.1
XP_058809727.1	XP_058809727.1
XP_058810123.1	XP_058810123.1
XP_058822384.1	XP_058822384.1
XP_058822385.1	XP_058822385.1
XP_058824449.1	XP_058824449.1
XP_058824451.1	XP_058824451.1
XP_058824452.1	XP_058824452.1
XP_058824858.1	XP_058824858.1
XP_058825343.1	XP_058825343.1
XP_058825345.1	XP_058825345.1
XP_058829022.1	XP_058829022.1
XP_058844645.1	XP_058844645.1
XP_058844652.1	XP_058844652.1
XP_058851436.1	XP_058851436.1
XP_058851507.1	XP_058851507.1
XP_058851572.1	XP_058851572.1
XP_058851922.1	XP_058851922.1
XP_058875644.1	XP_058875644.1
XP_058875645.1	XP_058875645.1
